date,price,ret_x,pos,ret_y,pos_for_ret_t,trade,cost,pnl_gross,pnl_net
2000-02-04,1885.25,0.0005307151386493292,-0.0,0.0005307151386493292,-0.0,0.0,0.0,-0.0,-0.0
2000-02-07,1889.0,0.0019891261105953184,-0.0,0.0019891261105953184,-0.0,0.0,0.0,-0.0,-0.0
2000-02-08,1880.75,-0.00436739015352039,-0.0,-0.00436739015352039,-0.0,0.0,0.0,0.0,0.0
2000-02-09,1882.5,0.0009304798617573162,-0.0,0.0009304798617573162,-0.0,0.0,0.0,-0.0,-0.0
2000-02-10,1942.5,0.031872509960159334,0.0,0.031872509960159334,-0.0,0.0,0.0,-0.0,-0.0
2000-02-11,1936.25,-0.003217503217503248,0.0,-0.003217503217503248,0.0,0.0,0.0,-0.0,-0.0
2000-02-14,1928.25,-0.0041316978695933315,-0.0,-0.0041316978695933315,0.0,-0.0,0.0,-0.0,-0.0
2000-02-15,1911.5,-0.008686632957344731,-0.0,-0.008686632957344731,-0.0,0.0,0.0,0.0,0.0
2000-02-16,1903.0,-0.004446769552707286,-0.0,-0.004446769552707286,-0.0,0.0,0.0,0.0,0.0
2000-02-17,1908.5,0.0028901734104045396,-0.0,0.0028901734104045396,-0.0,0.0,0.0,-0.0,-0.0
2000-02-18,1908.0,-0.00026198585276393516,-0.0,-0.00026198585276393516,-0.0,0.0,0.0,0.0,0.0
2000-02-21,1887.25,-0.010875262054507284,-0.0,-0.010875262054507284,-0.0,0.0,0.0,0.0,0.0
2000-02-22,1896.75,0.005033779308517783,-0.0,0.005033779308517783,-0.0,0.0,0.0,-0.0,-0.0
2000-02-23,1919.25,0.011862396204033177,0.0,0.011862396204033177,-0.0,0.0,0.0,-0.0,-0.0
2000-02-24,1927.75,0.0044288133385437245,0.0,0.0044288133385437245,0.0,0.0,0.0,0.0,0.0
2000-02-25,1890.0,-0.019582414732200792,-0.0,-0.019582414732200792,0.0,-0.0,0.0,-0.0,-0.0
2000-02-28,1817.25,-0.038492063492063466,-0.0,-0.038492063492063466,-0.0,0.0,0.0,0.0,0.0
2000-02-29,1808.25,-0.004952538175815091,-0.0,-0.004952538175815091,-0.0,0.0,0.0,0.0,0.0
2000-03-01,1842.75,0.019079220240564077,-0.0,0.019079220240564077,-0.0,0.0,0.0,-0.0,-0.0
2000-03-02,1821.75,-0.01139601139601143,-0.0,-0.01139601139601143,-0.0,0.0,0.0,0.0,0.0
2000-03-03,1830.5,0.004803073967339033,-0.0,0.004803073967339033,-0.0,0.0,0.0,-0.0,-0.0
2000-03-06,1835.75,0.002868068833651982,-0.0,0.002868068833651982,-0.0,0.0,0.0,-0.0,-0.0
2000-03-07,1818.0,-0.009669072586136473,-0.0,-0.009669072586136473,-0.0,0.0,0.0,0.0,0.0
2000-03-08,1799.5,-0.010176017601760123,-0.0,-0.010176017601760123,-0.0,0.0,0.0,0.0,0.0
2000-03-09,1824.5,0.013892747985551512,-0.0,0.013892747985551512,-0.0,0.0,0.0,-0.0,-0.0
2000-03-10,1822.0,-0.0013702384214853147,-0.0,-0.0013702384214853147,-0.0,0.0,0.0,0.0,0.0
2000-03-13,1805.75,-0.008918770581778257,-0.0,-0.008918770581778257,-0.0,0.0,0.0,0.0,0.0
2000-03-14,1833.75,0.01550602242835386,-0.0,0.01550602242835386,-0.0,0.0,0.0,-0.0,-0.0
2000-03-15,1839.5,0.003135650988411731,-0.0,0.003135650988411731,-0.0,0.0,0.0,-0.0,-0.0
2000-03-16,1852.0,0.006795324816526227,-0.0,0.006795324816526227,-0.0,0.0,0.0,-0.0,-0.0
2000-03-17,1864.5,0.006749460043196542,-0.0,0.006749460043196542,-0.0,0.0,0.0,-0.0,-0.0
2000-03-20,1846.0,-0.009922231161169193,-0.0,-0.009922231161169193,-0.0,0.0,0.0,0.0,0.0
2000-03-21,1868.25,0.012053087757313063,-0.0,0.012053087757313063,-0.0,0.0,0.0,-0.0,-0.0
2000-03-22,1858.25,-0.005352602703064369,-0.0,-0.005352602703064369,-0.0,0.0,0.0,0.0,0.0
2000-03-23,1858.0,-0.0001345351809498574,-0.0,-0.0001345351809498574,-0.0,0.0,0.0,0.0,0.0
2000-03-24,1845.75,-0.006593110871905283,-0.0,-0.006593110871905283,-0.0,0.0,0.0,0.0,0.0
2000-03-27,1829.25,-0.008939455505891925,0.0,-0.008939455505891925,-0.0,0.0,0.0,0.0,0.0
2000-03-28,1834.5,0.002870028700286964,0.0,0.002870028700286964,0.0,0.0,0.0,0.0,0.0
2000-03-29,1842.0,0.004088307440719641,0.0,0.004088307440719641,0.0,0.0,0.0,0.0,0.0
2000-03-30,1844.25,0.00122149837133545,0.0,0.00122149837133545,0.0,0.0,0.0,0.0,0.0
2000-03-31,1825.5,-0.010166734444896353,0.0,-0.010166734444896353,0.0,0.0,0.0,-0.0,-0.0
2000-04-03,1816.5,-0.004930156121610518,-0.7105909594311147,-0.004930156121610518,0.0,-0.7105909594311147,0.0002131772878293344,-0.0,-0.0002131772878293344
2000-04-04,1816.5,0.0,0.0,0.0,-0.7105909594311147,0.7105909594311147,0.0002131772878293344,-0.0,-0.0002131772878293344
2000-04-05,1811.5,-0.002752546105147302,0.0,-0.002752546105147302,0.0,0.0,0.0,-0.0,-0.0
2000-04-06,1759.75,-0.028567485509246482,-0.7809830909104488,-0.028567485509246482,0.0,-0.7809830909104488,0.00023429492727313462,-0.0,-0.00023429492727313462
2000-04-07,1753.25,-0.003693706492399529,-0.8004860074269485,-0.003693706492399529,-0.7809830909104488,-0.019502916516499713,5.850874954949913e-06,0.0028847223133501763,0.0028788714383952262
2000-04-10,1778.5,0.014401825181805217,-0.7487547401743562,0.014401825181805217,-0.8004860074269485,0.05173126725259236,1.5519380175777708e-05,-0.011528459539444145,-0.011543978919619923
2000-04-11,1792.25,0.00773123418611199,-0.7523205254255448,0.00773123418611199,-0.7487547401743562,-0.003565785251188669,1.0697355753566005e-06,-0.005788798244249383,-0.00578986797982474
2000-04-12,1784.5,-0.004324173524898889,-0.7696596529825507,-0.004324173524898889,-0.7523205254255448,-0.01733912755700584,5.201738267101751e-06,0.0032531644982831624,0.0032479627600160606
2000-04-13,1766.0,-0.010367049593723698,-0.7559174960440046,-0.010367049593723698,-0.7696596529825507,0.01374215693854608,4.122647081563823e-06,0.007979099792758274,0.00797497714567671
2000-04-14,1737.0,-0.01642129105322765,-0.6973905962562978,-0.01642129105322765,-0.7559174960440046,0.058526899787706754,1.7558069936312025e-05,0.01241314121476566,0.012395583144829346
2000-04-17,1722.25,-0.0084916522740357,-0.6998607078028168,-0.0084916522740357,-0.6973905962562978,-0.002470111546518994,7.410334639556981e-07,0.0059219984425909035,0.005921257409126948
2000-04-18,1754.5,0.018725504427347994,-0.6384495283614052,0.018725504427347994,-0.6998607078028168,0.06141117944141161,1.842335383242348e-05,-0.013105244782488548,-0.013123668136320972
2000-04-19,1779.0,0.013964092333998313,-0.6199034474477286,0.013964092333998313,-0.6384495283614052,0.0185460809136766,5.5638242741029795e-06,-0.008915368164636337,-0.00892093198891044
2000-04-20,1769.0,-0.005621135469364824,-0.6333461255015488,-0.005621135469364824,-0.6199034474477286,-0.013442678053820156,4.0328034161460465e-06,0.003484561256029961,0.003480528452613815
2000-04-21,1769.0,0.0,-0.6534151915087941,0.0,-0.6333461255015488,-0.02006906600724534,6.020719802173601e-06,-0.0,-6.020719802173601e-06
2000-04-24,1769.0,0.0,-0.6741096772555889,0.0,-0.6534151915087941,-0.020694485746794777,6.208345724038433e-06,-0.0,-6.208345724038433e-06
2000-04-25,1798.5,0.01667608818541555,-0.6335860990523049,0.01667608818541555,-0.6741096772555889,0.040523578203284005,1.21570734609852e-05,-0.011241512424556215,-0.011253669498017201
2000-04-26,1807.75,0.005143174867945577,-0.6480835291325204,0.005143174867945577,-0.6335860990523049,-0.014497430080215534,4.34922902406466e-06,-0.0032586441013254916,-0.0032629933303495564
2000-04-27,1797.0,-0.005946618724934294,-0.660683779143914,-0.005946618724934294,-0.6480835291325204,-0.012600250011393532,3.7800750034180596e-06,0.003853905649660946,0.003850125574657528
2000-04-28,1814.25,0.009599332220367351,-0.6604126396539256,0.009599332220367351,-0.660683779143914,0.000271139489988359,8.13418469965077e-08,-0.0063421230886102405,-0.006342204430457237
2000-05-01,1814.25,0.0,0.0,0.0,-0.6604126396539256,0.6604126396539256,0.00019812379189617767,-0.0,-0.00019812379189617767
2000-05-02,1846.5,0.01777594047126918,0.7028085793137594,0.01777594047126918,0.0,0.7028085793137594,0.0002108425737941278,0.0,-0.0002108425737941278
2000-05-03,1830.0,-0.008935824532900094,0.702937801148505,-0.008935824532900094,0.7028085793137594,0.00012922183474561866,3.87665504236856e-08,-0.006280174144964553,-0.006280212911514977
2000-05-04,1831.0,0.0005464480874317612,0.7250453259565167,0.0005464480874317612,0.702937801148505,0.022107524808011703,6.63225744240351e-06,0.00038411901702108825,0.00037748675957868474
2000-05-05,1854.25,0.012697979246313551,0.7014342917052562,0.012697979246313551,0.7250453259565167,-0.023611034251260543,7.083310275378163e-06,0.009206610501632493,0.009199527191357115
2000-05-08,1837.5,-0.00903330187407303,0.7011864374181778,-0.00903330187407303,0.7014342917052562,-0.0002478542870784084,7.435628612352251e-08,-0.006336267701800179,-0.006336342058086303
2000-05-09,1837.0,-0.00027210884353745524,0.7232857382070504,-0.00027210884353745524,0.7011864374181778,0.022099300788872678,6.629790236661803e-06,-0.0001907990305900086,-0.0001974288208266704
2000-05-10,1828.0,-0.004899292324441973,0.7386473561105927,-0.004899292324441973,0.7232857382070504,0.01536161790354229,4.608485371062687e-06,-0.0035435882655761486,-0.003548196750947211
2000-05-11,1830.5,0.001367614879649981,0.7613120162786643,0.001367614879649981,0.7386473561105927,0.02266466016807156,6.7993980504214675e-06,0.0010101851150309648,0.0010033857169805434
2000-05-12,1848.5,0.009833378858235431,0.7520373568335982,0.009833378858235431,0.7613120162786643,-0.009274659445066114,2.7823978335198338e-06,0.007486269485395206,0.007483487087561686
2000-05-15,1851.5,0.001622937516905676,0.7748106191800653,0.001622937516905676,0.7520373568335982,0.02277326234646715,6.831978703940144e-06,0.0012205096405198275,0.0012136776618158875
2000-05-16,1870.0,0.009991898460707471,0.7631809326293649,0.009991898460707471,0.7748106191800653,-0.011629686550700402,3.48890596521012e-06,0.007741829033125098,0.0077383401271598875
2000-05-17,1854.5,-0.008288770053475947,0.7629880215917298,-0.008288770053475947,0.7631809326293649,-0.00019291103763507955,5.787331129052386e-08,-0.006325831259762124,-0.006325889133073415
2000-05-18,1850.0,-0.002426530062011323,0.7848579607744522,-0.002426530062011323,0.7629880215917298,0.021869939182722398,6.5609817548167185e-06,-0.0018514133713468767,-0.0018579743531016934
2000-05-19,1839.0,-0.005945945945945996,0.7957279691787763,-0.005945945945945996,0.7848579607744522,0.01087000840432406,3.261002521297218e-06,-0.004666723010010296,-0.004669984012531593
2000-05-22,1836.0,-0.0016313213703099683,0.8196754697694861,-0.0016313213703099683,0.7957279691787763,0.023947500590709825,7.184250177212947e-06,-0.0012980880410746896,-0.0013052722912519025
2000-05-23,1833.5,-0.0013616557734205115,0.8446386096506334,-0.0013616557734205115,0.8196754697694861,0.02496313988114729,7.4889419643441865e-06,-0.0011161158357427907,-0.0011236047777071349
2000-05-24,1835.0,0.000818107444777727,0.870896953104277,0.000818107444777727,0.8446386096506334,0.02625834345364353,7.877503036093058e-06,0.0006910051347018917,0.0006831276316657987
2000-05-25,1821.75,-0.007220708446866508,0.8709875928361047,-0.007220708446866508,0.870896953104277,9.063973182776852e-05,2.7191919548330554e-08,-0.006288492985630358,-0.006288520177549907
2000-05-26,1832.75,0.006038150130369235,0.8790284189597399,0.006038150130369235,0.8709875928361047,0.008040826123635214,2.412247837090564e-06,0.005259153847233312,0.0052567415993962216
2000-05-29,1832.75,0.0,0.9066950881232613,0.0,0.8790284189597399,0.02766666916352134,8.3000007490564e-06,0.0,-8.3000007490564e-06
2000-05-30,1783.5,-0.02687218660482882,-0.6686316726332135,-0.02687218660482882,0.9066950881232613,-1.5753267607564747,0.0004725980282269424,-0.024364879601729988,-0.02483747762995693
2000-05-31,1792.0,0.004765909728062789,-0.6840994201009092,0.004765909728062789,-0.6686316726332135,-0.015467747467695636,4.64032424030869e-06,-0.0031866381930935267,-0.0031912785173338356
2000-06-01,1794.75,0.0015345982142858094,-0.7049992164109443,0.0015345982142858094,-0.6840994201009092,-0.020899796310035135,6.26993889301054e-06,-0.0010498177484808131,-0.0010560876873738237
2000-06-02,1763.75,-0.01727260064075775,-0.6533344668524101,-0.01727260064075775,-0.7049992164109443,0.05166474955853417,1.549942486756025e-05,0.01217716991711339,0.01216167049224583
2000-06-05,1768.0,0.002409638554216942,-0.6725474817170888,0.002409638554216942,-0.6533344668524101,-0.019213014864678635,5.76390445940359e-06,-0.0015742999201263381,-0.0015800638245857417
2000-06-06,1772.5,0.0025452488687782715,-0.6920732979631118,0.0025452488687782715,-0.6725474817170888,-0.01952581624602301,5.8577448738069025e-06,-0.0017118007170400954,-0.0017176584619139023
2000-06-07,1737.25,-0.019887165021156505,-0.6248717938648015,-0.019887165021156505,-0.6920732979631118,0.06720150409831027,2.016045122949308e-05,0.01376337588332842,0.013743215432098927
2000-06-08,1760.25,0.013239315009353936,-0.6117015631416503,0.013239315009353936,-0.6248717938648015,0.013170230723151266,3.95106921694538e-06,-0.008272874519436185,-0.00827682558865313
2000-06-09,1770.5,0.005823036500496981,-0.6245931565899263,0.005823036500496981,-0.6117015631416503,-0.012891593448276062,3.8674780344828185e-06,-0.003561960529584888,-0.003565828007619371
2000-06-12,1753.75,-0.009460604349053936,-0.6268577911375837,-0.009460604349053936,-0.6245931565899263,-0.0022646345476573515,6.793903642972054e-07,0.005909028733623983,0.005908349343259686
2000-06-13,1776.75,0.013114754098360715,-0.6140282396574196,0.013114754098360715,-0.6268577911375837,0.01282955148016407,3.84886544404922e-06,-0.00822108578541097,-0.008224934650855019
2000-06-14,1784.25,0.004221190375685913,-0.6299400017579555,0.004221190375685913,-0.6140282396574196,-0.01591176210053591,4.773528630160772e-06,-0.002591930095641263,-0.0025967036242714237
2000-06-15,1781.75,-0.0014011489421325019,-0.6493413627798231,-0.0014011489421325019,-0.6299400017579555,-0.019401361021867625,5.8204083065602865e-06,0.0008826397670701057,0.0008768193587635455
2000-06-16,1807.75,0.01459239511716004,-0.6260461624236184,0.01459239511716004,-0.6493413627798231,0.023295200356204693,6.988560106861407e-06,-0.009475445731598336,-0.009482434291705198
2000-06-19,1808.0,0.00013829345871929632,-0.6457264956111669,0.00013829345871929632,-0.6260461624236184,-0.01968033318754847,5.9040999562645404e-06,-8.657808911950455e-05,-9.248218907576909e-05
2000-06-20,1791.25,-0.009264380530973448,-0.6476375743691718,-0.009264380530973448,-0.6457264956111669,-0.0019110787580048916,5.733236274014674e-07,0.005982255974273806,0.005981682650646405
2000-06-21,1791.0,-0.00013956734124209724,-0.6679947154161757,-0.00013956734124209724,-0.6476375743691718,-0.020357141047003924,6.107142314101177e-06,9.038905434318633e-05,8.428191202908515e-05
2000-06-22,1790.5,-0.00027917364600782424,-0.6889762496816886,-0.00027917364600782424,-0.6679947154161757,-0.020981534265512858,6.294460279653857e-06,0.00018648652021669272,0.00018019205993703886
2000-06-23,1771.5,-0.010611561016475868,-0.681910648376787,-0.010611561016475868,-0.6889762496816886,0.007065601304901525,2.1196803914704573e-06,0.007311113512399951,0.00730899383200848
2000-06-26,1793.25,0.012277730736663939,-0.66674592898581,0.012277730736663939,-0.681910648376787,0.015164719390977077,4.549415817293123e-06,-0.008372315327234113,-0.008376864743051406
2000-06-27,1783.25,-0.005576467307960353,0.0,-0.005576467307960353,-0.66674592898581,0.66674592898581,0.00020002377869574297,0.0037180868757050248,0.0035180630970092818
2000-06-28,1791.75,0.004766577877470812,0.0,0.004766577877470812,0.0,0.0,0.0,0.0,0.0
2000-06-29,1767.25,-0.013673782614762153,-0.2894462045227778,-0.013673782614762153,0.0,-0.2894462045227778,8.683386135683334e-05,-0.0,-8.683386135683334e-05
2000-06-30,1774.5,0.0041024190125902305,0.0,0.0041024190125902305,-0.2894462045227778,0.2894462045227778,8.683386135683334e-05,-0.001187429612556324,-0.0012742634739131575
2000-07-03,1773.5,-0.0005635390250774419,0.0,-0.0005635390250774419,0.0,0.0,0.0,-0.0,-0.0
2000-07-04,1767.5,-0.00338314068226675,0.0,-0.00338314068226675,0.0,0.0,0.0,-0.0,-0.0
2000-07-05,1769.75,0.0012729844413013058,1.2270710564963734,0.0012729844413013058,0.0,1.2270710564963734,0.000368121316948912,0.0,-0.000368121316948912
2000-07-06,1753.5,-0.009182087865517774,0.0,-0.009182087865517774,1.2270710564963734,-1.2270710564963734,0.000368121316948912,-0.011267074257983425,-0.011635195574932337
2000-07-07,1756.0,0.0014257199885943095,0.0,0.0014257199885943095,0.0,0.0,0.0,0.0,0.0
2000-07-10,1772.0,0.009111617312072884,1.2269572035637137,0.009111617312072884,0.0,1.2269572035637137,0.0003680871610691141,0.0,-0.0003680871610691141
2000-07-11,1777.75,0.003244920993227929,0.0,0.003244920993227929,1.2269572035637137,-1.2269572035637137,0.0003680871610691141,0.003981379187636128,0.003613292026567014
2000-07-12,1791.0,0.007453241456897741,0.0,0.007453241456897741,0.0,0.0,0.0,0.0,0.0
2000-07-13,1791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-14,1787.5,-0.0019542155220547697,-1.3712513570731737,-0.0019542155220547697,0.0,-1.3712513570731737,0.00041137540712195205,-0.0,-0.00041137540712195205
2000-07-17,1820.0,0.018181818181818077,0.0,0.018181818181818077,-1.3712513570731737,1.3712513570731737,0.00041137540712195205,-0.02493184285587574,-0.025343218262997694
2000-07-18,1824.5,0.0024725274725274637,1.0315130804452468,0.0024725274725274637,0.0,1.0315130804452468,0.00030945392413357403,0.0,-0.00030945392413357403
2000-07-19,1824.25,-0.00013702384214853147,1.063912931065894,-0.00013702384214853147,1.0315130804452468,0.0323998506206471,9.719955186194129e-06,-0.00014134188550907493,-0.00015106184069526907
2000-07-20,1829.25,0.0027408524050980265,1.0899181745689452,0.0027408524050980265,1.063912931065894,0.026005243503051334,7.801573050915399e-06,0.002916028315926846,0.0029082267428759308
2000-07-21,1859.5,0.016536832034987015,0.9110385621083115,0.016536832034987015,1.0899181745689452,-0.17887961246063377,5.366388373819013e-05,0.018023793784726305,0.017970129900988115
2000-07-24,1875.5,0.008604463565474507,0.8964046786551774,0.008604463565474507,0.9110385621083115,-0.0146338834531341,4.39016503594023e-06,0.00783899811440325,0.00783460794936731
2000-07-25,1869.0,-0.003465742468675037,0.9174792308056483,-0.003465742468675037,0.8964046786551774,0.021074552150470938,6.3223656451412805e-06,-0.0031067077639342477,-0.003113030129579389
2000-07-26,1865.0,-0.0021401819154628354,0.9433899685024194,-0.0021401819154628354,0.9174792308056483,0.025910737696771102,7.77322130903133e-06,-0.0019635724575830012,-0.0019713456788920326
2000-07-27,1869.25,0.002278820375335222,0.969438746376211,0.002278820375335222,0.9433899685024194,0.026048777873791562,7.814633362137468e-06,0.0021498162821101665,0.002142001648748029
2000-07-28,1866.5,-0.001471178280058827,0.998271131348533,-0.001471178280058827,0.969438746376211,0.02883238497232199,8.649715491696596e-06,-0.0014262172275161394,-0.001434866943007836
2000-07-31,1870.75,0.0022769890168765627,1.025388779410837,0.0022769890168765627,0.998271131348533,0.02711764806230399,8.135294418691196e-06,0.00227305240194555,0.002264917107526859
2000-08-01,1871.75,0.0005345449685953962,1.0573554405605663,0.0005345449685953962,1.025388779410837,0.03196666114972935,9.589998344918803e-06,0.0005481164128882376,0.0005385264145433187
2000-08-02,1870.0,-0.000934953920128212,1.089725658546371,-0.000934953920128212,1.0573554405605663,0.03237021798580475,9.711065395741425e-06,-0.000988578614120994,-0.0009982896795167355
2000-08-03,1857.0,-0.006951871657754016,1.0754228961247998,-0.006951871657754016,1.089725658546371,-0.014302762421571247,4.290828726471374e-06,-0.007575632920375847,-0.007579923749102319
2000-08-04,1856.75,-0.00013462574044154074,1.1091980625046545,-0.00013462574044154074,1.0754228961247998,0.03377516637985467,1.0132549913956401e-05,-0.00014477960367858733,-0.00015491215359254374
2000-08-07,1863.75,0.0037700282752120007,1.1282938814568502,0.0037700282752120007,1.1091980625046545,0.019095818952195698,5.728745685658709e-06,0.004181708058452915,0.004175979312767256
2000-08-08,1854.0,-0.005231388329979825,1.1324476117227291,-0.005231388329979825,1.1282938814568502,0.004153730265878952,1.2461190797636854e-06,-0.005902543444241006,-0.005903789563320769
2000-08-09,1863.75,0.005258899676375384,1.1360741325529924,0.005258899676375384,1.1324476117227291,0.003626520830263269,1.0879562490789805e-06,0.005955428378800736,0.005954340422551657
2000-08-10,1857.5,-0.0033534540576793948,1.1583289393911747,-0.0033534540576793948,1.1360741325529924,0.02225480683818226,6.676442051454678e-06,-0.003809772409634431,-0.0038164488516858855
2000-08-11,1849.5,-0.004306864064603011,1.1715069175678714,-0.004306864064603011,1.1583289393911747,0.013177978176696747,3.953393453009024e-06,-0.004988765284053569,-0.004992718677506578
2000-08-14,1862.0,0.006758583400919171,1.151645456960519,0.006758583400919171,1.1715069175678714,-0.019861460607352388,5.958438182205716e-06,0.0079177272071362,0.007911768768953994
2000-08-15,1860.5,-0.0008055853920515554,1.187012041462264,-0.0008055853920515554,1.151645456960519,0.03536658450174501,1.0609975350523503e-05,-0.0009277487569499325,-0.000938358732300456
2000-08-16,1860.5,0.0,1.2243112819813433,0.0,1.187012041462264,0.03729924051907929,1.1189772155723786e-05,0.0,-1.1189772155723786e-05
2000-08-17,1865.5,0.0026874496103197476,1.2519287036384479,0.0026874496103197476,1.2243112819813433,0.02761742165710457,8.28522649713137e-06,0.0032902748776708316,0.0032819896511737004
2000-08-18,1869.0,0.0018761726078799779,1.2855757071762768,0.0018761726078799779,1.2519287036384479,0.0336470035378289,1.009410106134867e-05,0.002348834340785147,0.0023387402397237983
2000-08-21,1849.0,-0.010700909577314066,-1.1609804334165479,-0.010700909577314066,1.2855757071762768,-2.4465561405928247,0.0007339668421778474,-0.013756829397284924,-0.014490796239462771
2000-08-22,1860.0,0.005949161709031925,-1.154002514758211,0.005949161709031925,-1.1609804334165479,0.006977918658336968,2.0933755975010903e-06,-0.006906860339417015,-0.006908953715014516
2000-08-23,1858.5,-0.0008064516129032695,-1.1894357607177888,-0.0008064516129032695,-1.154002514758211,-0.035433245959577864,1.0629973787873358e-05,0.0009306471893211882,0.0009200172155333149
2000-08-24,1861.5,0.0016142050040355294,-1.2231893292241112,0.0016142050040355294,-1.1894357607177888,-0.033753568506322384,1.0126070551896715e-05,-0.0019199931569294612,-0.0019301192274813579
2000-08-25,1864.75,0.0017459038409883831,0.0,0.0017459038409883831,-1.2231893292241112,1.2231893292241112,0.00036695679876723333,-0.0021355709481483795,-0.0025025277469156127
2000-08-28,1864.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-29,1895.75,0.016624212360906387,1.3372601354701013,0.016624212360906387,0.0,1.3372601354701013,0.00040117804064103034,0.0,-0.00040117804064103034
2000-08-30,1903.75,0.004219965712778606,1.3452543393895224,0.004219965712778606,1.3372601354701013,0.007994203919421183,2.3982611758263546e-06,0.0056431919207495015,0.005640793659573675
2000-08-31,1918.25,0.007616546290216686,1.2833856002188575,0.007616546290216686,1.3452543393895224,-0.06186873917066493,1.8560621751199478e-05,0.010246191948075165,0.010227631326323965
2000-09-01,1925.5,0.0037794865111429043,1.2993531195237022,0.0037794865111429043,1.2833856002188575,0.015967519304844746,4.7902557914534235e-06,0.0048505385646222116,0.004845748308830758
2000-09-04,1938.0,0.006491820306413931,1.2695008469098648,0.006491820306413931,1.2993531195237022,-0.029852272613837494,8.955681784151247e-06,0.008435166966526257,0.008426211284742106
2000-09-05,1949.0,0.005675954592363253,1.2579153015056588,0.005675954592363253,1.2695008469098648,-0.011585545404205977,3.4756636212617926e-06,0.007205629162027085,0.007202153498405824
2000-09-06,1946.75,-0.001154438173422312,1.2952463564183496,-0.001154438173422312,1.2579153015056588,0.03733105491269084,1.119931647380725e-05,-0.0014521854429901694,-0.0014633847594639766
2000-09-07,1948.5,0.0008989341209708623,1.3344910997297539,0.0008989341209708623,1.2952463564183496,0.03924474331140426,1.1773422993421277e-05,0.0011643411448476414,0.0011525677218542202
2000-09-08,1956.0,0.0038491147036181506,1.3481128900236123,0.0038491147036181506,1.3344910997297539,0.01362179029385846,4.0865370881575376e-06,0.005136609313817352,0.0051325227767291945
2000-09-11,1953.0,-0.0015337423312883347,1.385716457958186,-0.0015337423312883347,1.3481128900236123,0.037603567934573645,1.1281070380372092e-05,-0.0020676578067846695,-0.002078938877165042
2000-09-12,1973.0,0.01024065540194563,1.2421673986166348,0.01024065540194563,1.385716457958186,-0.14354905934155116,4.306471780246534e-05,0.014190644730754463,0.014147580012951997
2000-09-13,1985.25,0.006208819057273107,1.2239821227736623,0.006208819057273107,1.2421673986166348,-0.01818527584297258,5.455582752891774e-06,0.007712392616854323,0.007706937034101431
