dt,TrendCore_pos,TrendImpulse_pos,HookCore_pos,StockScore_pos,price,instr_ret,TrendCore_pos_scaled,TrendImpulse_pos_scaled,HookCore_pos_scaled,StockScore_pos_scaled,TrendCore_ret_scaled,TrendImpulse_ret_scaled,HookCore_ret_scaled,StockScore_ret_scaled,composite_pos_unlev,composite_pos,pnl_gross,turnover,cost,pnl_net,equity
2000-07-05,0.5675247657752721,0.0,0.0,1.0,1787.0,0.0,0.5168197445587228,0.0,0.0,0.8276957433331692,0.0,0.0,0.0,0.0,0.33612887197297303,0.33612887197297303,0.0,0.3170295966011616,4.755443949017423e-05,-4.755443949017423e-05,1.000295928109552
2000-07-06,0.5667534258765217,0.0,0.0,0.0,1767.0,-0.011191941801902638,0.5161173193722279,0.0,0.0,0.0,-0.005776355001367972,-0.0,-0.0,-0.0,0.12902932984305698,0.12902932984305698,-0.001444088750341993,0.20709954212991605,3.10649313194874e-05,-0.0014751536816614804,0.9988203378884503
2000-07-07,0.5667534258765217,0.0,0.0,0.0,1768.0,0.0005659309564232107,0.5161173193722279,0.0,0.0,0.0,0.0002920867681789086,0.0,0.0,0.0,0.12902932984305698,0.12902932984305698,7.302169204472715e-05,0.0,0.0,7.302169204472715e-05,0.9988932734395717
2000-07-10,0.5667534258765217,0.0,0.0,0.0,1787.0,0.01074660633484159,0.5161173193722279,0.0,0.0,0.0,0.005546509653887045,0.0,0.0,0.0,0.12902932984305698,0.12902932984305698,0.0013866274134717613,0.0,0.0,0.0013866274134717613,1.0002783662356556
2000-07-11,0.6646642470111579,0.0,0.0,1.0,1793.0,0.003357582540570725,0.6052803808277255,0.0,0.0,0.8276957433331692,0.0020322788388171704,0.0,0.0,0.0027790567767201567,0.3582440310402237,0.3582440310402237,0.001202833903884332,0.2292147011971667,3.4382205179575e-05,0.0011684516987047569,1.0014471431918612
2000-07-12,0.6646642470111579,0.0,0.0,0.0,1808.0,0.008365867261572735,0.6052803808277255,0.0,0.0,0.0,0.005063695322038946,0.0,0.0,0.0,0.15132009520693138,0.15132009520693138,0.0012659238305097365,0.2069239358332923,3.103859037499384e-05,0.0012348852401347426,1.002683815487764
2000-07-13,0.7152091834116945,0.0,0.0,0.0,1806.0,-0.0011061946902655162,0.6513094225446578,0.0,0.0,0.0,-0.0007204750249388,-0.0,-0.0,-0.0,0.16282735563616446,0.16282735563616446,-0.0001801187562347,0.011507260429233085,1.7260890643849625e-06,-0.00018184484529908495,1.0025014826044527
2000-07-14,0.7152091834116945,0.0,0.0,0.0,1800.0,-0.0033222591362126463,0.6513094225446578,0.0,0.0,0.0,-0.0021638186795503726,-0.0,-0.0,-0.0,0.16282735563616446,0.16282735563616446,-0.0005409546698875932,0.0,0.0,-0.0005409546698875932,1.0019591747458687
2000-07-17,0.7152091834116945,0.0,0.0,0.0,1833.0,0.018333333333333313,0.6513094225446578,0.0,0.0,0.0,0.011940672746652047,0.0,0.0,0.0,0.16282735563616446,0.16282735563616446,0.0029851681866630117,0.0,0.0,0.0029851681866630117,1.0049501913986552
2000-07-18,0.7138544772467784,0.6799965132668245,0.0,0.0,1836.0,0.0016366612111293755,0.6500757514586962,1.117280034523109,0.0,0.0,0.0010639537667082287,0.0018286088944732622,0.0,0.0,0.4418389464954513,0.4418389464954513,0.0007231406652953727,0.27901159085928684,4.1851738628893024e-05,0.0006812889266664796,1.0056348528359065
2000-07-19,0.7138544772467784,0.6799965132668245,0.0,0.0,1834.0,-0.0010893246187363426,0.6500757514586962,1.117280034523109,0.0,0.0,-0.0007081435201074857,-0.0012170806476286134,-0.0,-0.0,0.4418389464954513,0.4418389464954513,-0.00048130604193402475,0.0,0.0,-0.00048130604193402475,1.0051508347052571
2000-07-20,0.7396051835708123,0.6799965132668245,0.0,0.0,1837.0,0.0016357688113413094,0.6735257826593853,1.117280034523109,0.0,0.0,0.0011017324689084678,0.0018276118340072433,0.0,0.0,0.4477014542956236,0.4477014542956236,0.0007323360757289277,0.005862507800172279,8.793761700258417e-07,0.0007314566995589018,1.0058860590173695
2000-07-21,0.7396051835708123,0.0,0.0,0.0,1868.0,0.016875340228633684,0.6735257826593853,0.0,0.0,0.0,0.011365976735133912,0.0,0.0,0.0,0.16838144566484634,0.16838144566484634,0.002841494183783478,0.2793200086307772,4.189800129461658e-05,0.0027995961824888614,1.0087021337882134
2000-07-24,0.7396051835708123,0.0,0.0,0.0,1882.0,0.007494646680942241,0.6735257826593853,0.0,0.0,0.0,0.005047837771537188,0.0,0.0,0.0,0.16838144566484634,0.16838144566484634,0.001261959442884297,0.0,0.0,0.001261959442884297,1.0099750749710048
2000-07-25,0.7420435732997701,0.6799965132668245,0.0,0.0,1874.0,-0.004250797024442088,0.6757463165159705,1.117280034523109,0.0,0.0,-0.0028724604315237888,-0.004749330646219386,-0.0,-0.0,0.4482565877597699,0.4482565877597699,-0.0019054477694357935,0.2798751420949236,4.1981271314238535e-05,-0.0019474290407500321,1.0080082201795726
2000-07-26,0.7420435732997701,0.7527710239652364,0.0,0.0,1869.0,-0.0026680896478121774,0.6757463165159705,1.236853453267418,0.0,0.0,-0.001802951751643472,-0.003300035894523541,-0.0,-0.0,0.47814994244584713,0.47814994244584713,-0.0012757469115417532,0.029893354686077234,4.484003202911585e-06,-0.0012802309147446648,1.0067177368937819
2000-07-27,0.77904939958896,0.7527710239652364,0.0,0.0,1880.0,0.005885500267522659,0.7094458884876663,1.236853453267418,0.0,0.0,0.00417544396648701,0.007279501330091713,0.0,0.0,0.4865748354387711,0.4865748354387711,0.002863736324144681,0.008424892992923982,1.2637339489385972e-06,0.0028624725901957426,1.0095994388217042
2000-07-28,0.77904939958896,0.0,0.0,1.0,1879.0,-0.0005319148936170359,0.7094458884876663,0.0,0.0,0.8276957433331692,-0.00037736483430196057,-0.0,-0.0,-0.00044026369326233614,0.3842854079552089,0.3842854079552089,-0.0002044071318910742,0.10228942748356223,1.5343414122534335e-05,-0.00021975054601360851,1.009377578793768
2000-07-31,0.77904939958896,0.0,0.0,0.0,1884.5,0.0029270888770622783,0.7094458884876663,0.0,0.0,0.0,0.0020766111690698136,0.0,0.0,0.0,0.17736147212191658,0.17736147212191658,0.0005191527922674534,0.2069239358332923,3.103859037499384e-05,0.00048811420189245956,1.009870270325049
2000-08-01,0.9048432522968916,0.7527710239652364,0.0,1.0,1888.0,0.0018572565667285268,0.8240007955933669,1.236853453267418,0.0,0.8276957433331692,0.0015303808886053113,0.002297154198161767,0.0,0.0015372433545587777,0.7221374980484885,0.7221374980484885,0.001341194610331464,0.5447760259265719,8.171640388898579e-05,0.0012594782064424782,1.0111421799218576
2000-08-02,0.9048432522968916,0.8352830865570516,0.0,1.0,1890.0,0.0010593220338983578,0.8240007955933669,1.3724263251021036,0.0,0.8276957433331692,0.0008728821987218304,0.0014538414460828091,0.0,0.0008767963382767059,0.7560307160071599,0.7560307160071599,0.0008008799957703363,0.033893217958671396,5.083982693800709e-06,0.0007957960130765356,1.0119468428372929
2000-08-03,0.9237154901549776,0.8352830865570516,0.0,1.0,1875.0,-0.007936507936507908,0.8411869092878831,1.3724263251021036,0.0,0.8276957433331692,-0.006676086581649842,-0.010892272421445227,-0.0,-0.00656901383597751,0.7603272444307889,0.7603272444307889,-0.006034343209768145,0.004296528423629042,6.444792635443563e-07,-0.006034987689031689,1.0058397560988153
2000-08-04,0.9237154901549776,0.0,0.0,0.0,1874.0,-0.0005333333333333856,0.8411869092878831,0.0,0.0,0.0,-0.00044863301828691494,-0.0,-0.0,-0.0,0.21029672732197077,0.21029672732197077,-0.00011215825457172873,0.5500305171088181,8.250457756632271e-05,-0.00019466283213805146,1.005643956483216
2000-08-07,0.9237154901549776,0.0,0.0,-1.0,1882.0,0.004268943436499528,0.8411869092878831,0.0,0.0,-0.8276957433331692,0.0035909793352738324,0.0,0.0,-0.003533386310920731,0.0033727914886784727,0.0033727914886784727,1.4398256088275438e-05,0.2069239358332923,3.103859037499384e-05,-1.6640334286718407e-05,1.0056272222316067
2000-08-08,0.9670323287755748,0.967926272820126,0.9641091930839708,0.0,1873.0,-0.004782146652497321,0.8806336415206281,1.5903680069135082,2.3468758498404045,0.0,-0.004211319220874398,-0.007605373040500269,-0.011223104489141097,-0.0,1.0,1.0,-0.004782146652497321,0.9966272085113215,0.0001494940812766982,-0.004931640733774019,1.0006678300594574
2000-08-09,0.9670323287755748,0.967926272820126,0.959261715714008,0.0,1886.0,0.0069407367859049,0.8806336415206281,1.5903680069135082,2.3350759130139305,0.0,0.006112246310607612,0.011038325728710845,0.016207147287336257,0.0,1.0,1.0,0.0069407367859049,0.0,0.0,0.0069407367859049,1.0076132020780226
2000-08-10,0.9616730869671763,0.967926272820126,0.9471476488521312,0.0,1879.0,-0.003711558854718966,0.8757532166484884,1.5903680069135082,2.3055873331254344,0.0,-0.003250409605800314,-0.005902744458321585,-0.008557323081589593,-0.0,1.0,1.0,-0.003711558854718966,0.0,0.0,-0.003711558854718966,1.0038733863757183
2000-08-11,0.9616730869671763,0.0,0.0,0.0,1870.0,-0.0047897817988291624,0.8757532166484884,0.0,0.0,0.0,-0.004194666817369022,-0.0,-0.0,-0.0,0.2189383041621221,0.2189383041621221,-0.0010486667043422555,0.7810616958378779,0.00011715925437568167,-0.0011658259587179372,1.0027030447226155
2000-08-14,0.9616730869671763,0.0,0.0,0.0,1883.5,0.007219251336898491,0.8757532166484884,0.0,0.0,0.0,0.006322282580082754,0.0,0.0,0.0,0.2189383041621221,0.2189383041621221,0.0015805706450206884,0.0,0.0,0.0015805706450206884,1.004287887720777
2000-08-15,0.9448817985185016,0.967926272820126,0.0,0.0,1883.5,0.0,0.860462131694687,1.5903680069135082,0.0,0.0,0.0,0.0,0.0,0.0,0.6127075346520487,0.6127075346520487,0.0,0.3937692304899266,5.906538457348899e-05,-5.906538457348899e-05,1.0042285690704664
2000-08-16,0.9448817985185016,0.967926272820126,0.0,0.0,1880.0,-0.0018582426333952906,0.860462131694687,1.5903680069135082,0.0,0.0,-0.0015989474175372605,-0.0029552896332345775,-0.0,-0.0,0.6127075346520487,0.6127075346520487,-0.0011385592626929593,0.0,0.0,-0.0011385592626929593,1.0030851953312905
2000-08-17,1.121605087716106,0.967926272820126,0.0,-1.0,1886.0,0.0031914893617022155,1.021396227770504,1.5903680069135082,0.0,-0.8276957433331692,0.0032597751950123365,0.005075642575256017,0.0,-0.002641582159574017,0.4460171228377108,0.4460171228377108,0.0014234589026735842,0.16669041181433797,2.5003561772150694e-05,0.0013984553409014334,1.0044879651800807
2000-08-18,1.121605087716106,0.0,0.0,0.0,1887.0,0.0005302226935313126,1.021396227770504,0.0,0.0,0.0,0.0005415674590511987,0.0,0.0,0.0,0.255349056942626,0.255349056942626,0.00013539186476279968,0.19066806589508478,2.8600209884262714e-05,0.00010679165487853697,1.0045952361121877
2000-08-21,1.121605087716106,0.0,0.0,-1.0,1863.0,-0.012718600953895098,1.021396227770504,0.0,0.0,-0.8276957433331692,-0.012990731036826787,-0.0,-0.0,0.010527131870692158,0.048425121109333696,0.048425121109333696,-0.0006158997915336572,0.2069239358332923,3.103859037499384e-05,-0.0006469383819086511,1.0039453248956642
2000-08-22,1.203852769990532,0.0,0.0,-1.0,1874.0,0.005904455179817525,1.0962955602878233,0.0,0.0,-0.8276957433331692,0.006473027999552394,0.0,0.0,-0.004887092419036447,0.06714995423866352,0.06714995423866352,0.00039648389512898655,0.01872483312932982,2.8087249693994727e-06,0.00039367517015958706,1.0043405532422736
2000-08-23,1.203852769990532,0.0,0.0,-1.0,1872.5,-0.0008004268943436754,1.0962955602878233,0.0,0.0,-0.8276957433331692,-0.0008775044506039419,-0.0,-0.0,0.0006625099332976485,0.06714995423866352,0.06714995423866352,-5.3748629326573365e-05,0.0,0.0,-5.3748629326573365e-05,1.0042865713141595
2000-08-24,1.2482804466578166,0.0,0.0,-1.0,1878.0,0.002937249666221664,1.1367538836795035,0.0,0.0,-0.8276957433331692,0.003338929965413802,0.0,0.0,-0.0024311490458384434,0.07726453508658357,0.07726453508658357,0.00022694522989383963,0.010114580847920052,1.5171871271880077e-06,0.0002254280427666516,1.0045129656703078
2000-08-25,1.2482804466578166,0.0,0.0,0.0,1877.0,-0.0005324813631523151,1.1367538836795035,0.0,0.0,0.0,-0.0006053002575503502,-0.0,-0.0,-0.0,0.28418847091987587,0.28418847091987587,-0.00015132506438758755,0.2069239358332923,3.103859037499384e-05,-0.0001823636547625814,1.0043297790146317
2000-08-28,1.2482804466578166,0.0,0.0,0.0,1884.0,0.0037293553542887548,1.1367538836795035,0.0,0.0,0.0,0.004239359182608693,0.0,0.0,0.0,0.28418847091987587,0.28418847091987587,0.0010598397956521732,0.0,0.0,0.0010598397956521732,1.00539420768239
2000-08-29,1.2727814157318047,1.0050442394775922,0.0,0.0,1913.0,0.015392781316348136,1.1590658343499942,1.6513553241414256,0.0,0.0,0.017841246919400054,0.025418951380096158,0.0,0.0,0.702605289622855,0.702605289622855,0.010815049574874053,0.4184168187029791,6.276252280544686e-05,0.010752287052068606,1.0162044948038782
2000-08-30,1.2727814157318047,1.139077421077226,0.0,0.0,1920.0,0.003659174072137894,1.1590658343499942,1.8715808618363807,0.0,0.0,0.004241223648954374,0.006848440163541179,0.0,0.0,0.7576616740465938,0.7576616740465938,0.0027724159531238883,0.055056384423738836,8.258457663560825e-06,0.0027641574954603274,1.0190134440751106
2000-08-31,1.0561560558484493,1.139077421077226,0.0,1.0,1924.0,0.002083333333333437,0.9617946844171481,1.8715808618363807,0.0,0.8276957433331692,0.0020037389258691584,0.0038991267954926537,0.0,0.0017243661319441882,0.9152678223966745,0.9152678223966745,0.0019068079633265001,0.1576061483500807,2.36409222525121e-05,0.001883167041073988,1.020932416607404
2000-09-01,1.0561560558484493,0.0,0.0,0.0,1931.0,0.0036382536382535413,0.9617946844171481,0.0,0.0,0.0,0.0034992530098336056,0.0,0.0,0.0,0.24044867110428703,0.24044867110428703,0.0008748132524584014,0.6748191512923875,0.00010122287269385811,0.0007735903797645433,1.0217222001032813
2000-09-04,1.0561560558484493,0.0,0.0,-1.0,1946.0,0.007767995857068888,0.9617946844171481,0.0,0.0,-0.8276957433331692,0.007471217123903285,0.0,0.0,-0.006429537105125612,0.03352473527099473,0.03352473527099473,0.0002604200046944183,0.2069239358332923,3.103859037499384e-05,0.00022938141431942444,1.0219565641865826
2000-09-05,1.0885632050696523,1.139077421077226,0.0,0.0,1959.0,0.0066803699897224345,0.9913064442422879,1.8715808618363807,0.0,0.0,0.006622293820734635,0.012502852622750608,0.0,0.0,0.7157218265196672,0.7157218265196672,0.004781286610871311,0.6821970912486724,0.00010232956368730086,0.00467895704718401,1.0267382550544992
2000-09-06,1.0885632050696523,1.139077421077226,0.0,0.0,1956.0,-0.0015313935681470214,0.9913064442422879,1.8715808618363807,0.0,0.0,-0.0015180803127753336,-0.0028661268940832927,-0.0,-0.0,0.7157218265196672,0.7157218265196672,-0.0010960518017146567,0.0,0.0,-0.0010960518017146567,1.0256128967401574
2000-09-07,1.1020482847631918,1.139077421077226,0.0,0.0,1963.0,0.0035787321063394106,1.0035867108717953,1.8715808618363807,0.0,0.0,0.003591567983692461,0.00669788651986424,0.0,0.0,0.7187918931770441,0.7187918931770441,0.0025723636258891754,0.0030700666573768576,4.605099986065286e-07,0.002571903115890569,1.028250673744981
2000-09-08,1.1020482847631918,0.0,0.0,0.0,1983.0,0.010188487009679115,1.0035867108717953,0.0,0.0,0.0,0.010225030166803876,0.0,0.0,0.0,0.2508966777179488,0.2508966777179488,0.002556257541700969,0.46789521545909524,7.018428231886428e-05,0.002486073259382105,1.0308069802489201
2000-09-11,1.1020482847631918,0.0,0.0,0.0,1979.0,-0.0020171457387796465,1.0035867108717953,0.0,0.0,0.0,-0.002024380657330923,-0.0,-0.0,-0.0,0.2508966777179488,0.2508966777179488,-0.0005060951643327307,0.0,0.0,-0.0005060951643327307,1.0302852938208558
2000-09-12,1.1268361050165243,1.139077421077226,0.0,1.0,2004.0,0.012632642748862999,1.0261598842451096,1.8715808618363807,0.0,0.8276957433331692,0.012963111220883079,0.023643012403188116,0.0,0.010455984630282529,0.9313591223536649,1.0,0.012632642748862999,0.7491033222820511,0.00011236549834230766,0.01252027725052069,1.043184751346627
2000-09-13,1.1268361050165243,1.139077421077226,0.0,1.0,2020.0,0.007984031936127733,1.0261598842451096,1.8715808618363807,0.0,0.8276957433331692,0.008192893287386094,0.01494276137194713,0.0,0.0066083492481690065,0.9313591223536649,1.0,0.007984031936127733,0.0,0.0,0.007984031936127733,1.05151357171666
2000-09-14,1.0544074649079356,1.139077421077226,0.0,0.0,2022.0,0.000990099009900991,0.9602023198584323,1.8715808618363807,0.0,0.0,0.0009506953661964684,0.0018530503582538439,0.0,0.0,0.7079457954237033,1.0,0.000990099009900991,0.0,0.0,0.000990099009900991,1.0525546742629142
2000-09-15,1.0544074649079356,0.0,0.0,0.0,2014.0,-0.003956478733926794,0.9602023198584323,0.0,0.0,0.0,-0.0037990200587870605,-0.0,-0.0,-0.0,0.24005057996460807,0.506851610075395,-0.0020053476165198558,0.49314838992460497,7.397225848869074e-05,-0.0020793198750085466,1.0503660764091862
2000-09-18,1.0544074649079356,0.0,0.0,0.0,1998.0,-0.00794438927507446,0.9602023198584323,0.0,0.0,0.0,-0.007628221011784945,-0.0,-0.0,-0.0,0.24005057996460807,0.5061451023440932,-0.004021013722693878,0.0007065077313018753,1.0597615969528128e-07,-0.004021119698853573,1.0461424286883296
2000-09-19,0.9618768902821412,1.139077421077226,0.0,1.0,1998.0,0.0,0.8759388113282843,1.8715808618363807,0.0,0.8276957433331692,0.0,0.0,0.0,0.0,0.8938038541244585,1.0,0.0,0.49385489765590684,7.407823464838603e-05,-7.407823464838603e-05,1.0460649323040216
2000-09-20,0.9618768902821412,0.990064114170194,0.0,0.0,1976.0,-0.011011011011010985,0.8759388113282843,1.626741970110825,0.0,0.0,-0.009644971896507612,-0.017912073744963997,-0.0,-0.0,0.6256701953597773,1.0,-0.011011011011010985,0.0,0.0,-0.011011011011010985,1.0345466998161896
2000-09-21,0.9937199096294228,0.990064114170194,0.0,0.0,1991.0,0.007591093117408798,0.9049368429869719,1.626741970110825,0.0,0.0,0.006869459840488049,0.012348749773108313,0.0,0.0,0.6329197032744492,1.0,0.007591093117408798,0.0,0.0,0.007591093117408798,1.0424000401488023
2000-09-22,0.9937199096294228,0.0,0.0,0.0,2010.0,0.00954294324460081,0.9049368429869719,0.0,0.0,0.0,0.008635760932572907,0.0,0.0,0.0,0.22623421074674296,0.4525027917988161,0.004318208460159519,0.547497208201184,8.212458123017758e-05,0.004236083878929341,1.0468157341542719
2000-09-25,0.9937199096294228,0.0,0.0,0.0,2018.0,0.003980099502487455,0.9049368429869719,0.0,0.0,0.0,0.0036017386785550153,0.0,0.0,0.0,0.22623421074674296,0.45251414920551775,0.0018010513401214153,1.1357406701661965e-05,1.7036110052492946e-09,0.00180104963651041,1.0487011012517637
2000-09-26,0.9712735043074152,0.990064114170194,0.0,0.0,1995.0,-0.011397423191278455,0.8844958928040592,1.626741970110825,0.0,0.0,-0.010080974001235527,-0.01854066665636712,-0.0,-0.0,0.627809465728721,1.0,-0.011397423191278455,0.5474858507944822,8.212287761917232e-05,-0.011479546068897627,1.0366624886474405
2000-09-27,0.9712735043074152,0.990064114170194,0.0,0.0,1990.0,-0.0025062656641604564,0.8844958928040592,1.626741970110825,0.0,0.0,-0.0022167816862257612,-0.004077047544137496,-0.0,-0.0,0.627809465728721,1.0,-0.0025062656641604564,0.0,0.0,-0.0025062656641604564,1.0340643370468203
2000-09-28,0.935190886856236,0.990064114170194,0.0,0.0,1984.0,-0.0030150753768843908,0.8516370463559151,1.626741970110825,0.0,0.0,-0.00256774988851027,-0.004904749658625552,-0.0,-0.0,0.6195947541166851,1.0,-0.0030150753768843908,0.0,0.0,-0.0030150753768843908,1.0309465551260761
2000-09-29,0.935190886856236,0.0,0.0,0.0,1997.0,0.0065524193548387455,0.8516370463559151,0.0,0.0,0.0,0.0055802830658402,0.0,0.0,0.0,0.21290926158897877,0.4061284997100725,0.0026611242420519006,0.5938715002899275,8.908072504348912e-05,0.0025720435170084113,1.0335981945295705
2000-10-02,0.935190886856236,0.0,0.0,0.0,1966.0,-0.015523284927391079,0.8516370463559151,0.0,0.0,0.0,-0.013220204525304634,-0.0,-0.0,-0.0,0.21290926158897877,0.4014513763017508,-0.006231844098825373,0.0046771234083216595,7.015685112482488e-07,-0.006232545667336621,1.0271562465804882
2000-10-03,0.8026412970337685,0.0,0.0,-1.0,1953.0,-0.00661241098677523,0.7309299877664449,0.0,0.0,-0.8276957433331692,-0.004833209481670325,-0.0,-0.0,0.005473064426923339,-0.024191438891681072,-0.04562007467411758,0.0003016586829926415,0.4470714509758684,6.706071764638025e-05,0.00023459796534626125,1.0273972153460287
2000-10-04,0.8026412970337685,0.0,0.0,0.0,1945.0,-0.004096262160778297,0.7309299877664449,0.0,0.0,0.0,-0.0029940808510658316,-0.0,-0.0,-0.0,0.18273249694161123,0.3442632144307761,-0.0014101923786206932,0.38988328910489367,5.848249336573404e-05,-0.0014686748719864272,1.0258883028723011
2000-10-05,0.8127413206744911,0.0,0.0,-1.0,1971.0,0.013367609254498758,0.7401276333192424,0.0,0.0,-0.8276957433331692,0.009893737000668567,0.0,0.0,-0.011064313278489701,-0.02189202750348171,-0.04123842313271875,-0.0005512591267098668,0.38550163756349487,5.7825245634524225e-05,-0.000609084372344391,1.0252634503392506
2000-10-06,0.8127413206744911,0.0,0.0,0.0,1958.0,-0.006595636732623089,0.7401276333192424,0.0,0.0,0.0,-0.004881613005149788,-0.0,-0.0,-0.0,0.1850319083298106,0.348035587913595,-0.0022955163079029796,0.38927401104631376,5.839110165694706e-05,-0.002353907409559927,1.0228500751067462
2000-10-09,0.8127413206744911,0.0,0.0,0.0,1940.0,-0.009193054136874323,0.7401276333192424,0.0,0.0,0.0,-0.0068040334013004635,-0.0,-0.0,-0.0,0.1850319083298106,0.3483723818924849,-0.0032026061665294697,0.00033679397888985996,5.051909683347899e-08,-0.003202656685626303,1.0195742374753123
2000-10-10,0.7615064247389399,0.0,0.0,0.0,1959.0,0.009793814432989656,0.6934702759196367,0.0,0.0,0.0,0.0067917191971510575,0.0,0.0,0.0,0.17336756897990918,0.32605721176176156,0.003193343826532705,0.022315170130723316,3.347275519608497e-06,0.0031899965510130968,1.0228266757763604
2000-10-11,0.7615064247389399,0.0,0.0,0.0,1947.0,-0.006125574272588086,0.6934702759196367,0.0,0.0,0.0,-0.004247903680977888,-0.0,-0.0,-0.0,0.17336756897990918,0.32570035922882806,-0.0019951017410648067,0.0003568525329334937,5.3527879940024055e-08,-0.001995155268944747,1.020785977744968
2000-10-12,0.7745447129811688,0.0,0.0,-1.0,1928.0,-0.009758602978941933,0.7053436693029662,0.0,0.0,-0.8276957433331692,-0.00688316883243776,-0.0,-0.0,0.008077154146548622,-0.030588018507550746,-0.057466501265909,0.0005607927704428699,0.3831668604947371,5.7475029074210556e-05,0.0005033177413686594,1.0212997574377074
2000-10-13,0.7745447129811688,0.0,0.0,-1.0,1940.0,0.006224066390041472,0.7053436693029662,0.0,0.0,-0.8276957433331692,0.004390105825537119,0.0,0.0,-0.005151633257260371,-0.030588018507550746,-0.057700355655203435,-0.00035913084432699107,0.00023385438929443558,3.5078158394165335e-08,-0.0003591659224853852,1.0209329413681931
2000-10-16,0.7745447129811688,0.0,0.0,0.0,1936.0,-0.0020618556701030855,0.7053436693029662,0.0,0.0,0.0,-0.0014543168439236365,-0.0,-0.0,-0.0,0.17633591732574155,0.33267391142143515,-0.0006859255905596577,0.3903742670766386,5.855614006149578e-05,-0.0007444817306211535,1.0201728754451551
2000-10-17,0.7675137676521672,0.0,0.0,0.0,1914.0,-0.011363636363636354,0.6989408978503812,0.0,0.0,0.0,-0.007942510202845234,-0.0,-0.0,-0.0,0.1747352244625953,0.3295603471129216,-0.0037450039444650147,0.003113564308513561,4.6703464627703413e-07,-0.0037454709791112915,1.0163518475464988
